كود,إسم الصنف,سعر البيع
75396,BACTICLOR 125MG SUSP,73.0
74409,BACTICLOR 250 MG 60 ML SUSP,136.0
91765,BACTOBLIS 10 SACHETS,290.0
58661,BACTROFORM 15 G OINT,35.0
91651,BALOXDOT 20MG 2 TAB,202.0
19167,BALSAM SYRUP FOR ADULT,75.0
73543,BALSAM SYRUP FOR CHILDREN,75.0
74997,BAMBEDIL 30 TAB,81.0
73657,BAMBEDIL SYRUP 120 ML,32.0
92142,BARICTOMAP 4MG 30 F.C TABS,756.0
342944,BARITAVA 2MG 28TAB,1131.0
23287,BE ACTIVE CAP,34.0
BC20,BE CALME,20.0
82870,BEBEJUNIOR 3 MILK 250 GM,180.0
37464,BEBELAC 1 MILK 400 GM,329.0
31872,BEBELAC 2 MILK,329.0
28406,BEBELAC AR MILK,430.0
83725,BEBELAC BEBEJUNIOR 3 MILK 400 GM,319.0
30088,BEBELAC EC MILK 400 GM,357.0
30089,BEBELAC LF MILK,380.0
16817,BEBELAC PREMATURE MILK 400 GM,378.0
29317,BECLO NASAL SPRAY,71.0
61745,BECLOSONE FORTE 200 METERED,75.0
22892,BECLOSONE INHALER,22.5
74901,BECOZYME I.M./I.V. 12 AMP.,120.0
81846,bedremine 100 mg 30 tab,147.0
81231,BEDREVIDA 500 MG XL 14 F.C. TAB,90.0
49424,BEE CARE CREAM 30 GM,75.0
90869,BEESLINE ROLL ON INSTANT WHITE VITAMIN C,290.0
87396,BEESLINE TONER 200 ML + WHITINING FACIAL 150 ML,595.0
91287,BELLAVIE CHILDREN 15 CAPS.,395.0
91282,BELLAVIE IMMUNO 15 CAPS.,450.0
91701,BELLAVIE WOMAN 15 CAPS.,550.0
47271,BENDAX 100MG/5ML SUSP. 60ML,39.0
10445,BENDAX TAB,23.0
79515,BENGIRIDE 0.5 MG 30 CAPS.,162.0
82530,BENOGEN 10 SACHET,220.0
2305,BENOX 0.4% EYE DROPS 10 ML,23.0
85676,BENPHORA 30 TABS,150.0
18387,BENZANIL EMULGEL,35.0
48304,BEPANTHENE CREAM 30 GM,215.0
73537,BEPRA 20 MG 14 TAB,103.0
88551,BEPRA 20MG 21 TAB,154.5
91943,BEPRA 20MG 28 TAB,206.0
11722,BETACLOTRI CREAM 15 GM,10.0
3516,BETACOR 80mg 30TAB,75.0
73931,BETADERM 0.1% TOPICAL OINT. 15 GM,18.0
79374,BETADERM 30GM CREAM,23.0
73314,BETADERM CREAM 15 GM,18.0
92647,BETADINE 10% PRONTO 120 ML,72.0
92648,BETADINE 10% PRONTO 60 ML,56.0
77493,BETADINE ANTISEPTIC 120 ML SOLN. 10%,85.0
74821,BETADINE ANTISEPTIC 60 ML SOLN. 10%,60.0
92496,BETADINE ANTISEPTIC SOLUTION 120 ml inova,85.0
78115,betadine dry powder spray,220.0
73530,BETADINE MOUTH WASH 120 ML,80.0
17028,BETADINE SHAMPOO 120ml,95.0
81275,BETADINE SHAMPOO 60ML,60.0
73328,BETADINE VAG DOUCHE 120 ML,85.0
55138,BETAFOS 1 AMP. 2ML,31.0
46487,BETAFUCIN CREAM 15 gm,37.0
76971,BETALLERGE 30 TAB,42.0
26421,BETAMETHASONE CREAM 20GM,11.5
80486,BETAPRONATE PLUS CREAM 30GM,28.0
73897,BETASERC 16 MG 60 TAB,219.0
40433,BETASERC 24 MG 40 TAB,218.0
73452,BETASERC 8 MG 100 TAB,160.0
75501,BETATHALMIC EYE DROP 10 ML,51.0
29440,BETAVAL 15 GM OINT,6.75
46495,BETAVAL CREAM 20 GM,20.0
89498,BETAVAL CREAM 30 GM,15.0
72727,BETMIGA 50 MG 30 TAB,562.0
73139,BETOLVEX 2 AMP,64.0
78142,BETOLVEX 2 pre-filled AMP,110.0
B,BI-ALCOFAN 150 MG 30 TABS,81.0
BI,BI-KETOGESIC 150 MG 30 TAB.,81.0
74176,BI-PROFENID 20 TAB,54.0
40018,BIAPHINE CREAM 40MG,126.0
20781,BIDALKINE POWDER,58.0
56609,BIENADOL 30 TAB,28.5
84220,BIG PENIS 12 TAB,100.0
90553,BILASTIGEC ORAL SOLUTON,54.0
83249,bilastigec 20 20 tab,70.0
7231,BILICHOL 24 CAP,32.0
79726,BILINO 10 SACHETS,105.0
84007,BILINO 15 ML DROPS,78.0
56551,BILIVER 450 MG 20 CAP,113.0
74857,BILTRICIDE TAB,33.0
80506,BIO-GAINERS VANILLA 510 GRAM POWDER,290.0
10512,BIO GAINERS CHOCOLATE 330 GM*10 SACHETS,249.5
18683,BIO GAINERS CHOCOLATE 510 GM,290.0
BLG,BIO LEGAM 100/60 MG 4 F.C TABLETS,96.0
88750,BIO LEGAM 100/60 MG 8 F.C TABLETS,192.0
84626,BIO SOFT CURLY CREAM,75.0
74772,BIO STRONG 21 CAP,177.0
81913,BIOFILM 100GM GEL,100.0
90518,BIOFILM GEL 60,70.0
60311,BIOFREEZE GEL 59 ML,265.0
83190,BIOGLITA PLUS 15/850MG 30 F.C. TABS.,111.0
6432,BIOMOX 500MG CAP,15.0
73972,BIONAL 30 CAP,192.0
88541,BIOPREX 10 MG 30 F.C.TABS,195.0
86368,BIOPREX 2.5 MG 30 F.C. TABS.,90.0
88685,BIOPREX 5 MG 30 F.C.TABS,123.0
76321,BIOPREX 7.5 MG 30 TAB,153.0
81228,BIORAZO 40 MG 14 CAPS,72.0
90633,BIOREFAMIN 550 20 TAB,296.0
88480,BIOSERTAZOL 2% TOP. CREAM 30 GM,46.0
21520,BIOTIN 10.000 mcg 100 softgels (puritans pride),1500.0
91810,BIOTIN 5000MG مستورد,650.0
47335,BIOTIN FORTE 60 CAP,120.0
88514,BIOTIN PLUS 4 30CAP,275.0
73531,BIOVIT 12 DEPOT 2 AMP,28.0
80919,BIOVITA 60 GUMMIES,230.0
91625,biovita gummies 60+30 offer,250.0
88572,bioworld 500 10 tab,133.0
87054,BIOWORLD 500 5 TAB,41.5
63396,BIPERIDEN 2 MG 30 TABS,51.0
85055,BISMUTH OXIDE 120 MG 56 COATED TABLETS,196.0
28662,BISOCARD 10MG 30 TAB,84.0
84226,BISOCARD 2.5MG 30 TABS,51.0
27691,BISOCARD 5MG 30 TAB,63.0
48207,BISOCARD PLUS 5MG 30 TAB,63.0
82589,Bisolock 10mg 20 tab,78.0
84518,BISOLOCK 2.5 MG 30 F.C. TABS.,48.0
80542,BISOLOCK_D 20 TABLETS,28.0
84375,BISOLOCK5MG TABIETS,57.0
80992,BISOLVON 8 MG 20 TABS,25.0
74239,BISOLVON ELIXIR 115 ML SYRUP,35.0
90791,BISPYLLER 120 H.G. CAPS,800.0
54991,BISTOL 10 MG 20 TAB,28.0
58414,BISTOL 5 MG 20 TAB,34.0
55825,BISTOL PLUS 2.5/6.25 mg 20 TAB,30.0
90001,BISTOL PLUS 5/12.5 MG 20 FILM,36.0
73894,BIVATRACIN SPRAY,83.0
83939,BLADOGRA 25MG 30TABLETS,255.0
79517,BLADOGRA 50MG 30TABLETS,357.0
47891,BLANKA CREAM,139.0
80296,BLEMIL PLUS 1 MILK 400 GM,395.0
90140,BLENDIBONE 30TAB,120.0
89028,BLENDIBONE 30TABS,105.0
80860,BLEPHADEXOLINE EYE DROP 10ML,45.0
88285,BLESS SHAMPOO WITH COCONUT OIL 500 ML,110.0
64438,BLINK TEARS EYE DROPS 10 ML,320.0
54519,BLOCK ALPHA 0.4 MR 30 CAP,120.0
88122,blockadipine 20mg 20tab,77.0
82975,BLOCKOPECIA 5% TOPICAL SOLN. 60 ML,107.0
58899,BLOKATENS 10/160 MG 28 TAB,160.0
58854,BLOKATENS 5/160 MG 28 TAB,150.0
87235,blokatens 5/80 mg CAP,122.0
92348,BLOKATENS HCT 5/160/12.5MG 28 TAB,218.0
91953,Blokatens HCT 10/160/25 Tab,218.0
20764,BLOKIUM DIU 15 TAB,25.0
87780,BLOOM VILLE 30 TAB,275.0
91449,BLOOM VILLE IRON 28 MG 30 CAP,225.0
90814,BLOXIMIN 30 CAP,185.0
88635,blue bird lenire ointment,59.0
87726,BLUE LINE FORCE SHOWER GEL,70.0
87722,BLUEKANZA PLUS 75 ML SPRAY,140.0
92377,BLUEKANZA 75 ML SPRAY,140.0
83417,BOBAI SUNSCREEN EXTRA LIGHTENING GEL SPF 50 - 50 G,350.0
84817,BOBAI SUNSCREEN GEL ANTI SHINE 50GM,325.0
87789,BODY SPLASH JASMINE BLOOM 217 ML,176.5
87895,BODYLICIOUS COCONUT BREEZE DEODORANT 50ML,60.0
87563,BODYLICIOUS GOOD ONLY BODY SPLASH 100 ML,125.0
87897,BODYLICIOUS WHITE MUSK DEODORANT 50ML,60.0
26590,BONAPEX 70MG TAB,80.0
85332,BONDIGA 120 ML SYRUP,69.0
88636,BONDIGA 30TABLETS,98.0
76974,BONE CARE 0.25 30 CAP,72.0
77465,BONE CARE 0.5 MCG 30 TABS,129.0
74245,BONE CARE 1 MCG 30 TAB,91.5
75070,BONE ONE 0.25MCG TAB,90.0
74190,BONE ONE 0.5MCG TAB,123.0
74189,BONE ONE 1MCG TAB,153.0
91217,BONEDIVITON 50.000 I.U. SYRUP 2.5 ML 4 DOSES,80.0
90835,BONEFIT 5000 I.U. 30 TABS,90.0
75719,BONKIDY NO RASH CREAM 20 SACHETS,60.0
84595,bonofit 10000 20 tab,180.0
84769,BONOFIT 5000 TABS,90.0
91867,BONOSOME R-DNA (20MCG/80MCL) 7 PRE-FILLED SYRINGES,1260.0
60320,BONPROVE 150MG 3TAB,66.0
40020,BORGASONE CREAM 20 GM,35.0
46700,BORGASONE LOTION,33.0
40019,BORGASONE OINT,35.0
83838,BORGASONE PLUS OINT. 30 GM,36.0
88872,BORGASONE TRIO CREAM 15 GM,30.5
67334,BORGAVIX 75MG 30TAB,66.0
27571,BORIC ACID LOTION 2%,20.0
18793,BORIC ACID LOTION 4%,20.0
91837,BOTKEEL 60 CAPS,450.0
81194,BOWELOCARE ORAL DROPS 15 ML,24.0
73992,BRADIPECT 5 MG 28 TAB,168.0
68746,BRADIPECT 7.5 MG 28 TAB,176.0
90751,BRADOZEN 0.5MG 20 LOZENGES,34.0
47804,BRAIN-OX 20 CAP,170.0
46494,BRAN CAP,48.0
86385,BRAND BRONCHILOSE SYRUP 120 ML,45.0
90749,BRAND CAP PLUS,500.0
81308,BRAND COUGH 120 ML SYRUP,55.0
66270,BRAVAMAX 200 MG 10 TAB,122.0
92495,Braytocal 30 tabs,180.0
90761,BRAYTOFLEX 30 TAB,420.0
90165,BREATHOVANCE NEBULIZER SOLN. 20 AMP. 2.5ML,90.0
75545,BRESTTO 20 PIECES,160.0
76525,BRETT VAG WASH 250ML,69.9
84367,BREVA D3 10000 IU 30TAB,250.0
82956,BREVY 2.5MG/5ML SYRUP 100 ML,23.0
83356,BREVY 5 MG 10 F.C. TABS,18.0
73877,BREXIN 10 TAB,34.0
86993,BREXPIPRAZOLE CLAVITA PHARMA 2MG 30TAB,216.0
87715,BREZTRI AEROSPHERE 160/9/4.8 MCG 120 DOSES,1060.0
90386,BRIGHT VISION,50.0
81066,BRILIQUE 60MG 56TABS,888.0
68723,BRILIQUE 90 MG 56 TAB,1064.0
84289,BRIMILERGY EYE DROPS,22.0
86814,BRIMODROPS SOLUTION 5 ML,53.5
82763,BRIMONDALOUS TOPICAL GEL 30GM,44.5
56052,BRIMONIDINE EYE DROPS,44.5
61303,BRIMONOCOND 0.2 % EYE DROPS,53.0
29320,BRINGO LOTION 120 ML,85.0
89093,BRINOMEGA SYRUP 120 ML,129.0
74142,BRISTAFLAM 20TAB,102.0
18891,BRISTAFLAM CREAM,21.0
88981,BRIVAFUTAL 100 MG 30 F.C.TABS,327.0
85328,BRIVAFUTAL 50 MG 30 TABS,327.0
74333,BROMOFLAM EYE DROPS,52.5
79171,BRONCARE SYRUP 120 ML,35.0
81877,BRONCHICUM 20 LOZENGES,98.0
45039,BRONCHICUM ELIXIR SYRUP 100 ML,78.0
85428,BRONCHO-N 120 ML SYRUP,23.0
75080,BRONCHO-VAXOM ADULT10 CAP,217.0
75081,BRONCHO-VAXOM INFANT CAP,158.0
47526,BRONCHO-VAXOM SACHETS,114.0
87386,broncholin s 240 doses,29.0
82073,broncholin s 30 ml,29.0
2066,BRONCHOPHANE SYRUP,24.0
17936,BRONCHOPRO DROPS,29.0
75340,BRONCHOPRO RETARD CAP,23.0
74406,BRONCHOPRO SYRUP 100 ML,35.0
83577,BRONCHOPYONAIR PLUS 30 CAPS,406.0
91730,BRONCHOSIRA SYRUP 100 ML,55.0
23288,BRONKING SYRUP,35.0
87087,BROOKE 50 GM GEL,60.0
79172,BROSS-COUGH SYRUP 120 ML,45.0
74752,BROTHER CARE 100gm,150.0
87787,BROVITACAN COMPLEX 30 F.C. CAPS,180.0
88045,BRUCARE 15 GM CREAM,60.0
85454,BRUFEN 10 SACHETS,60.0
73885,BRUFEN 200MG 30TAB,48.0
BR,BRUFEN 400MG 30TAB,78.0
73662,BRUFEN 600 MG 30TAB,99.0
83796,BRUFEN COLD 20 TABS,54.0
47550,BRUFEN FLU 10TAB,12.5
73539,BRUFEN SYRUP 150,44.0
89443,BSWIFT 1000 MCG 30 SUBLINGUAL DISP. TABS,95.0
84243,BTWELVE 30 TABS,100.0
87509,BUBBLES CLASSIC NIPPLE 4 MONTHES,75.0
88305,BUBBLES DIAPER AREA CREAM 100 ML,85.0
87893,BUBBLES HAIR CREAM 100 ML,75.0
61806,BUDELIZER 400MCG 60 INH. CAPS. +INHALER DEVICE,255.0
BU25,BUDEXAN 0.5 MG/2ML 20 AMP. FOR INH.,398.0
81313,BUDEXAN 1 MG/2ML 20 AMP. FOR INH.,529.0
92097,BUPROFUTAL 150 MG 30 TAB,152.0
74891,BURNASORES 30GM CREAM,150.0
81090,BURNASORES OINTMENT 15g,110.0
74904,BUSCOPAN 10 MG 20TAB,56.0
12277,BUSCOPAN AMP,66.0
16822,BUSPAR 10 MG 20 TAB,53.0
65968,BUTAXIMARK 15GM CREAM,23.0
91767,BUTAZORELLA 150 MG 14 H.G. CAPS,610.0
79973,C-RETARD + ZINC 20 CAPS,80.0
75694,C-RETARD 500MG 10 CAPS.,35.0
22400,C-VIT DROPS,25.0
79719,C ZINC 30 HARD GELATIN CAPSULES,90.0
47832,CABELLA SYRUP 125 ML,27.0
73279,CABERGAMOUN 0.5 MG 2 TAB,78.0
66316,CAFA CAFFEINE RICH CREAM 120 G,170.0
59809,CAFA HAIR CREAM 50 GM,110.0
83849,CAFIX CALCIUM 30TABLETS,80.0
90413,CAFTOHIST 0.25 EYE DROPS 3 ML,68.0
89267,CAL-MAG-D 30 CAPS,165.0
88634,cal dar tablet,90.0
74096,CAL MAG 30TAB,177.0
83142,CAL MAG FORTE SYRUP,99.0
84407,CAL MAG JOINT 30TAB,240.0
19375,CAL PREG 30 TABS,99.0
75415,CAL PREG D 30 TAB,105.0
90596,CALAMINE-GO LOTION,49.0
84807,CALAMINE 100 ML LOTION,35.0
51522,CALAMINE 80 MI LOTION,55.0
83220,CALAMYL LOTION 100ML MUP,49.0
90699,CALCAO 20TAB,68.0
74505,CALCI- MAX 600 mg 30 tab,99.0
79750,CALCI-MASH 30 F.C. TABS.,90.0
73653,CALCI MAX PLUS TAB,120.0
90426,CALCICOLAGE,85.0
89983,calcicolage 20tab,85.0
81307,CALCIDOL CALCIUM,89.0
91927,CALCIMA Plus 30 PICS,160.0
74605,CALCIMATE 500 MG 12CAP,20.0
88451,CALCIOGAM 20 TABS,88.0
34328,CALCIONATE AMP,138.0
85407,calcisome D 60 caps,120.0
22403,CALCITONUIM 100IU AMP,155.0
22402,CALCITONUIM 50IU 5 AMP,87.5
79523,CALCITRIX 30 TABLETS,84.0
73528,CALCITRON 30 CAP,144.0
84941,CALCIUM 3 20 TABS,120.0
73469,CALCIUM D3F 30 TAB,90.0
91809,CALCIUM MAGNESIUM VITAMIN D3 120 CAP,1200.0
73479,CALDIN-C 30 TAB,95.0
89664,CALDIN CK 30TAB,158.0
77702,CALDIN ZINC SUSP,55.0
73754,CALHEPARINE 5000IU 3AMP,198.0
86274,CALI IBM 120ML SYRUP,69.0
81817,CALM SKIN CREAM 40GM,65.0
23290,CALMA KING SYRUP,60.0
79163,CALMINAL SYRUP 120 ML,52.0
84079,CALTERA PLUS 30 TABS,140.0
91510,CALTONEX 20 TABS,84.0
81952,can mouth CLOVE 120ml,40.0
79236,CAN MOUTH WASH 120 ML,40.0
82649,CAN MOUTH WASH 250 ML MINT,60.0
74058,CANDALKAN 16 MG 14 TAB,60.0
58358,CANDALKAN 4 MG 14 TAB,40.0
74059,CANDALKAN 8 MG 14 TAB,48.0
74733,CANDALKAN PLUS 16/12.50 MG 14 TAB,74.0
75045,CANDALKAN PLUS 32/12.50 MG 14TAB,102.0
64054,CANDICURE - D CREAM 15 GM,10.0
74038,CANDICURE CREAM 30 GM,36.0
74057,CANDICURE1 3 VAG OVULES,50.0
82816,CANDISTAN TOPICAL CREAM 40GM,36.0
83808,CANDY HONEY LEMON FLAVOR,35.0
90182,CANOLIFE 10 CAPSULES,180.0
92373,Cantrizone syrup 120 ml,150.0
91594,CAPECITAGIT 500 MG 120 TABS,4365.0
90729,CAPIXY HAIR CONDITIONER SULFATE FREEE,270.0
84030,CAPIXY HAIR FERTILIZER CREAM 120ML,280.0
85934,CAPIXY HAIR FERTILIZER SHAMPOO 250ML,320.0
88270,CAPIXY HAIR LASHES SERUM 10 ML,450.0
85551,CAPIXY INTENSE TONIC SPRAY 250 ML,650.0
85935,CAPIXY SPRAY TONIQUE 250 ML,375.0
6854,CAPOTEN 25MG 20TAB,32.0
7598,CAPOTEN 50MG 10 TAB,24.0
21621,CAPOTRIL 25MG TAB,20.0
3715,CAPOTRIL 50MG TAB,28.0
23146,CAPOZIDE 50/25MG 30 TAB.,93.0
83554,CAPRY TOP SOAP 80 GM,50.0
83092,CARBAMIDE MEMPHIS 30GM CREAM,40.0
60000,CARBIMAZOLE 50 TAB,60.0
82853,CARBOTIN 20 F.C. TABS.,120.0
92139,CARCEMIA 400 TAB,942.0
63948,CARDILOL 6.25 MG 30 TAB,39.0
63947,CARDILOL CS 25 MG 30 TAB,70.5
19470,CARDIOMEP TAB,96.0
63936,CARDIOTIMIDE 20 MG 20 TAB,45.0
9226,CARDIOTON TAB,60.0
65697,CARDIVO-CARE 30 TAB,60.0
18314,CARDIXIN AMP,50.0
32797,CARDIXIN TAB,36.0
73886,CARDURA 1 MG 21 TAB,78.0
19891,CARDURA 4 MG 14 TAB,80.0
73515,CARDURA 4MG XL 28 TAB,255.0
87160,CARE & MORE SHOWER GEL WATERMELON & ALOE VERA,55.0
87829,CARE AND MORE SHOWER GEL BERRIES,55.0
87831,CARE AND MORE SHOWER GEL VELVET PETALS,55.0
91250,CARE BY CARE BABY SOAP 100 GM.,60.0
54665,CARE BY CARE CREAM 100 GM,110.0
78156,CARE BY CARE PLUS 100GM,150.0
59086,CARE DIPINE 10 MG 20 TAB,105.0
88084,CARE DIPINE 10 MG 30 F.C TABLETS,138.0
88818,CARE DIPINE 20MG 20 F.C.TABS,98.0
84258,caresens*s 50strips,280.0
90750,CARETOFAIR CALAMYL 120 ML LOTION,59.0
73816,CARFALONE 25 MG 20TAB,132.0
74530,CARFALONE 50 MG 20 TAB,198.0
12190,CARMINEX EFF 6 PACKETS,25.0
92510,CARNITI Q10-B5 120 ML SYRUP,220.0
74734,CARNITOL 30% SYRUP 60ML,87.0
75227,CARNITOL 5 AMP NEW 2018,87.5
75500,CARNITOL 500 MG 30 CAP,105.0
80524,CARNITOL PLUS 20 TABLETS,117.0
81056,CARNIVITA ADVANCE MEN 30 SACHETS,395.0
81123,CARNIVITA ADVANCE WOMEN 30 SACHETS,350.0
73347,CARNIVITA FORTE 30 CAP,177.0
92379,CAROGIX 30 TAB,125.0
91994,cartino plus 20 cap,380.0
88283,CARTIOJO 30CAPS,150.0
89979,CARTIZAD 10 TABS,100.0
84159,CARTIZAD 30 TABLETS 3 STRIPS,195.0
74249,CARVID 25 MG 20 TAB,54.0
88266,CARVID 25 MG 30 TABLETS,81.0
27164,CARVID 6.25 MG 20 TAB,30.0
87740,CARVID 6.25 MG TABS,45.0
26572,carvipress 12.5 mg 20 TAB,21.0
91163,CARVMED 10 SACHETS,290.0
91161,CARVMED SACH,290.0
47898,CASODEX 28TAB,940.0
51535,CASTELLANI PAINT,4.5
CAT,CATAFAST SACHETS,72.0
74619,CATAFLAM 25MG 20TAB,34.0
74197,CATAFLAM 50 MG 20 TABS,86.0
CATP6,CATAFLAM 6AMP,120.0
59706,CAVALPHA 30 CAPSULES,66.0
82855,CAVENTOL 120ML SYRUP,49.0
74764,CECLOR 125MG SUSP,83.0
73579,CECLOR 250MG SUSP 75 ML,156.0
67482,CEFATHIRD 125MG/5ML PD. FOR ORAL SUSP. 60 ML,63.0
28921,CEFAXONE 1GM VIAL IM,69.0
39951,CEFAXONE 250MG VIAL IM,30.0
73405,CEFAXONE 500MG VIAL IM,62.0
25054,CEFAZONE 0.5 G 1 VIAL,28.0
74103,CEFAZONE 1 GM VIALS,48.0
82547,CEFAZONE PLUS 1.5GM VIAL,77.0
62123,CEFEPIME 1 G 1 VIAL,73.0
57379,CEFEPIME 500MG I.M/I.V VIAL,50.0
49853,CEFIDIME 1 GM VIAL,53.0
54426,CEFIXIME 100MG SUSP 30 ML,43.0
54425,CEFIXIME 100MG SUSP 60ML,63.0
75012,CEFOBID 1GM VIAL,104.0
36710,CEFOBID 500MG VIAL,60.0
17859,CEFORAN 0.5GM VIAL,32.0
25079,CEFORAN 1GM VIAL,41.0
81325,CEFOTAX-up pharma 1 GM VIAL,48.5
73598,CEFOTAX 1 GM VIAL,43.0
55525,CEFOTAX 2 GM VIAL,62.0
73599,CEFOTAX 500MG VIAL,29.0
22084,CEFOTRIX 1GM VIAL IM,45.0
46986,CEFOZON 0.5GM VIAL,28.0
21284,CEFOZON 1GM VIAL,48.0
47007,CEFRONE 1GM VIAL,37.0
47008,CEFRONE 2GM VIAL,48.0
87892,CEFTRIAXON 1 GM IM سيديكو,95.0
87058,CEFTRIAXONE-EVA 1 GM I.M. VIAL,74.0
74073,CEFTRIAXONE 0.5GM VIAL IM,62.0
23598,CEFTRIAXONE 0.5GM VIAL IV,62.0
73777,CEFTRIAXONE 1GM VIAL IM,95.0
74680,CEFTRIAXONE 1GM VIAL IV,95.0
90846,CEFTRIAXONE FOR INJECTION 1GM I.V,56.0
56092,CEFTRIAXONE I.M SODIUM 1GM VIAL,29.0
28713,CEFZIM 1GM VIAL,59.0
28711,CEFZIM 500MG VIAL,24.5
67339,CELEBORG 100 MG 10 CAP,29.0
65947,CELEBORG 200 MG 20 CAP,99.0
74101,CELEBREX 100MG CAP,92.0
74850,CELEBREX 200MG 10CAP,132.0
74100,CELEBREX 200MG 15CAP,198.0
56327,CELECOX 10 CAP 200 MG,49.0
65645,CELLCEPT 500MG 50 TAB,1460.0
88765,CEMPION 10 SACHETS,125.0
84132,censol solution,40.0
92358,CENTELLA AMP 100 ML,1200.0
90834,CENTRAVITA COLIN 30 ML SYRUP,85.0
89150,CENTRAVITA GINKO 20 CAPS,250.0
92545,CENTRAVITA GINKO 30 CAPS,375.0
91208,CENTRAVITA MAGNESIUM 240mg 20 F.C. TABS.,140.0
90490,CENTRAVITA PALMI 20 CAP,160.0
90501,CENTRAVITA PEA 20 TABS,160.0
91170,CENTRAVITA TRI OMEGA 30 CAPS,195.0
91113,CENTRAVITA VITAMIN B12,130.0
92149,CENTRAVITA ZYMATROL 20 F.C. TABS.,140.0
86247,CENTRONERVE 14TAB,360.0
90335,CENTRONERVE VIT B12/B6 20 TAB,360.0
90303,CENTRUM FOR MEN 30 TAB,300.0
91213,CENTRUM LUTIN 120 TAB CHINI,600.0
90352,CENTRUM MEN 100TAB,810.0
90270,centrum men 30tab,300.0
83804,centrum silver 100 tab,780.0
83803,CENTRUM SILVER WITH LUTEN 30 TABS,290.0
83802,CENTRUM WITH LUTEIN 30 TABS.,400.0
84049,CENTRUM WITH LUTEIN ADULTS 100 TABS,710.0
91865,CENTRUM WITH LUTEIN ADULTS 30TABS,265.0
90353,CENTRUM WOMEN 100TAB,810.0
90354,CENTRUM WOMEN 30TAB,300.0
74128,CEPOREX 1GM TAB,78.0
73847,CEPOREX 500MG 12 TAB,69.0
59722,CERAZETTE 28 TAB,100.0
47194,CEREBRO 400MG 30CAP,48.0
22359,CEREBRO FORTE SYRUP,18.0
59681,CEREBROCETAM 1MG 6 AMP,60.0
84806,CEREBROFORTE 1200 MG 30 TAB,45.0
79170,CEREBROFORTE 20% SYRUP 120ML,62.0
40320,CEREBROFORTE 800 MG 30 TAB,66.0
36804,CEREBROLYSIN AMP 1ML,320.0
37493,CEREBROLYSIN AMP 5ML,890.0
56135,CEREBROMAP 200 MG 30 CAP,225.0
88452,Cerebronal 45 capsules,850.0
78552,CEREBROPROVE ORAL SOLU 30ML,80.0
72845,CERELAC 3 FRUITS WHEAT & MILK 250 GM,110.0
26977,CERELAC 3 FRUITS&WHEAT WITH MILK 125 GM,65.0
74953,CERELAC NESTLE DATES & WHEAT 125 GM,60.0
20586,CERELAC NESTLE RICE 125 GM,45.0
59760,CERELAC RICE WITH MILK 250GM,40.0
81127,CERELAC RISE WITH OUT MILK 125GM,40.0
56934,CERELAC WHEAT 125 GM,45.0
72885,CERELAC WHEAT AND MILK 125 GM,60.0
79025,CERELAC ارز وخضار,60.0
88482,CERVETOLKA-CO 60ML SYP,150.0
86456,CERVETOLKA 1000 15 SACH,375.0
87785,CERVETOLKA 250 MG 60 ML ORAL SOLUTION,150.0
86996,CERVETOLKA 500 MG 20 CAPS,340.0
88063,CERVETOLKA ADVANCE 20 CAPS.,340.0
88113,CERVETOLKA FORTE 500MG SYRUP 30ML,250.0
87734,cervetolka plus 500/50 20tab,360.0
23001,CERVITAM 20 CAP,118.0
80127,CESANA 30 SACHETS,550.0
30311,CETAFEN-N SYRUP 120 ML,31.0
47274,CETAFEN 30 TAB,69.0
81040,CETAFEN PLUS 30 TAB.,81.0
83962,CETAL 1000MG 15 TABS.,42.0
73312,CETAL 120 MG 5 INFANTILE SUPP.,13.0
73311,CETAL 250MG/5ML SUSP. 60ML,31.0
74364,CETAL 500 MG 20 TAB,24.0
61820,CETAL COLD & FLU 20 CAP,36.0
73597,CETAL DROPS 100 MG,23.0
77760,CETAL EXTRA 20-TAB,44.0
60749,CETAL SINUS 20TAB,36.0
22485,CETRAK SYRUP,25.5
49750,CETROTIDE 0.25 MG 1 SYRING,1270.0
91639,CETROTIDE 0.25 MG 7 SYRING,6993.0
2771,CEVAMOL EFF TAB,59.0
1385,CEVITIL EFF TAB,16.0
57745,CH ALPHA 10 SACHETS,330.0
75392,CH ALPHA PLUS 10 SACHETS,370.0
91249,CHANCY 30 SUBLINGUAL TABLETS,90.0
90272,char charcoal cap,98.0
90258,CHARCLONE 1000MG 30 TABS.,195.0
88505,CHARCLONE 250MG,130.0
89640,CHARCLONE ADVANCE 30CAPS,170.0
90461,CHARCOAL 20CAP,100.0
91120,charcodoll 30 caps,150.0
88072,CHARNOZAM 30CAPS,190.0
89605,chartoreg 40mg 28tab,134.0
87920,CHARTOREG 80 MG 28 TABLETS,134.0
89318,CHARTOREG CO 40 / 10 MG 28 TABS,188.0
91244,CHARTOREG CO 80 / 10 MG 28 TABS,146.0
91423,CHARTOREG CO 80 / 5 MG 28 TABS,192.0
88095,CHARTOREG PLUS 40/12.5 28TAB,144.0
86906,CHARTOREG PLUS 80/12.5 28TAB,158.0
91026,CHARTOREG TRIO 5 / 12.5 / 80 MG 28 TABS.,208.0
91733,CHEMICETRIZINE 5 MG20 TAB,78.0
90129,CHEWMEUP MA GUMMY/60,340.0
91057,CHICKS BREATH FOR KIDS 120ML,100.0
